pokedex_number,name,classfication,generation,is_legendary,type1,type2,abilities,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,experience_growth,base_happiness,base_egg_steps,height_m,weight_kg,percentage_male
323,Camerupt,Eruption Pokemon,3,0,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",560,70,120,100,145,105,20,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,150,1000000,70,5120,1.9,220,50
324,Torkoal,Coal Pokemon,3,0,fire,,"['White Smoke', 'Drought', 'Shell Armor']",470,70,85,140,85,70,20,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,1000000,70,5120,0.5,80.4,50
325,Spoink,Bounce Pokemon,3,0,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",330,60,25,35,70,80,60,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,255,800000,70,5120,0.7,30.6,50
326,Grumpig,Manipulate Pokemon,3,0,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",470,80,45,65,90,110,80,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,60,800000,70,5120,0.9,71.5,50
327,Spinda,Spot Panda Pokemon,3,0,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",360,60,60,60,60,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,800000,70,3840,1.1,5,50
328,Trapinch,Ant Pit Pokemon,3,0,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",290,45,100,45,45,45,10,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,255,1059860,70,5120,0.7,15,50
329,Vibrava,Vibration Pokemon,3,0,ground,dragon,['Levitate'],340,50,70,50,50,50,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,120,1059860,70,5120,1.1,15.3,50
330,Flygon,Mystic Pokemon,3,0,ground,dragon,['Levitate'],520,80,100,80,80,80,100,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,1059860,70,5120,2,82,50
331,Cacnea,Cactus Pokemon,3,0,grass,,"['Sand Veil', 'Water Absorb']",335,50,85,40,85,40,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,1059860,35,5120,0.4,51.3,50
332,Cacturne,Scarecrow Pokemon,3,0,grass,dark,"['Sand Veil', 'Water Absorb']",475,70,115,60,115,60,55,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,60,1059860,35,5120,1.3,77.4,50
333,Swablu,Cotton Bird Pokemon,3,0,normal,flying,"['Natural Cure', 'Cloud Nine']",310,45,40,60,40,75,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,600000,70,5120,0.4,1.2,50
334,Altaria,Humming Pokemon,3,0,dragon,flying,"['Natural Cure', 'Cloud Nine']",590,75,110,110,110,105,80,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,600000,70,5120,1.1,20.6,50
335,Zangoose,Cat Ferret Pokemon,3,0,normal,,"['Immunity', 'Toxic Boost']",458,73,115,60,60,60,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,600000,70,5120,1.3,40.3,50
336,Seviper,Fang Snake Pokemon,3,0,poison,,"['Shed Skin', 'Infiltrator']",458,73,100,60,100,60,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,1640000,70,5120,2.7,52.5,50
337,Lunatone,Meteorite Pokemon,3,0,rock,psychic,['Levitate'],460,90,55,65,95,85,70,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,45,800000,70,6400,1,168,
338,Solrock,Meteorite Pokemon,3,0,rock,psychic,['Levitate'],460,90,95,85,55,65,70,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,45,800000,70,6400,1.2,154,
339,Barboach,Whiskers Pokemon,3,0,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",288,50,48,43,46,41,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,190,1000000,70,5120,0.4,1.9,50
340,Whiscash,Whiskers Pokemon,3,0,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",468,110,78,73,76,71,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,1000000,70,5120,0.9,23.6,50
341,Corphish,Ruffian Pokemon,3,0,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",308,43,80,65,50,35,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,205,1640000,70,3840,0.6,11.5,50
342,Crawdaunt,Rogue Pokemon,3,0,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",468,63,120,85,90,55,55,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,155,1640000,70,3840,1.1,32.8,50
343,Baltoy,Clay Doll Pokemon,3,0,ground,psychic,['Levitate'],300,40,40,55,40,70,55,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,255,1000000,70,5120,0.5,21.5,
344,Claydol,Clay Doll Pokemon,3,0,ground,psychic,['Levitate'],500,60,70,105,70,120,75,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,90,1000000,70,5120,1.5,108,
345,Lileep,Sea Lily Pokemon,3,0,rock,grass,"['Suction Cups', 'Storm Drain']",355,66,41,77,61,87,23,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,45,600000,70,7680,1,23.8,88.1
346,Cradily,Barnacle Pokemon,3,0,rock,grass,"['Suction Cups', 'Storm Drain']",495,86,81,97,81,107,43,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,45,600000,70,7680,1.5,60.4,88.1
347,Anorith,Old Shrimp Pokemon,3,0,rock,bug,"['Battle Armor', 'Swift Swim']",355,45,95,50,40,50,75,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,45,600000,70,7680,0.7,12.5,88.1
348,Armaldo,Plate Pokemon,3,0,rock,bug,"['Battle Armor', 'Swift Swim']",495,75,125,100,70,80,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,45,600000,70,7680,1.5,68.2,88.1
349,Feebas,Fish Pokemon,3,0,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",200,20,15,20,10,55,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,600000,70,5120,0.6,7.4,50
350,Milotic,Tender Pokemon,3,0,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",540,95,60,79,100,125,81,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,600000,70,5120,6.2,162,50
351,Castform,Weather Pokemon,3,0,normal,,['Forecast'],420,70,70,70,70,70,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1000000,70,6400,0.3,0.8,50
352,Kecleon,Color Swap Pokemon,3,0,normal,,"['Color Change', 'Protean']",440,60,90,70,60,120,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,200,1059860,70,5120,1,22,50
353,Shuppet,Puppet Pokemon,3,0,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",295,44,75,35,63,33,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,225,800000,35,6400,0.6,2.3,50
354,Banette,Marionette Pokemon,3,0,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",555,64,165,75,93,83,75,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,800000,35,6400,1.1,12.5,50
355,Duskull,Requiem Pokemon,3,0,ghost,,"['Levitate', 'Frisk']",295,20,40,90,30,90,25,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,190,800000,35,6400,0.8,15,50
356,Dusclops,Beckon Pokemon,3,0,ghost,,"['Pressure', 'Frisk']",455,40,70,130,60,130,25,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,90,800000,35,6400,1.6,30.6,50
357,Tropius,Fruit Pokemon,3,0,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",460,99,68,83,72,87,51,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,200,1250000,70,6400,2,100,50
358,Chimecho,Wind Chime Pokemon,3,0,psychic,,['Levitate'],455,75,50,80,95,90,65,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,800000,70,6400,0.6,1,50
359,Absol,Disaster Pokemon,3,0,dark,,"['Pressure', 'Super Luck', 'Justified']",565,65,150,60,115,60,115,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30,1059860,35,6400,1.2,47,50
360,Wynaut,Bright Pokemon,3,0,psychic,,"['Shadow Tag', 'Telepathy']",260,95,23,48,23,48,23,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,1000000,70,5120,0.6,14,50
361,Snorunt,Snow Hat Pokemon,3,0,ice,,"['Inner Focus', 'Ice Body', 'Moody']",300,50,50,50,50,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,190,1000000,70,5120,0.7,16.8,50
362,Glalie,Face Pokemon,3,0,ice,,"['Inner Focus', 'Ice Body', 'Moody']",580,80,120,80,120,80,100,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,75,1000000,70,5120,1.5,256.5,50
363,Spheal,Clap Pokemon,3,0,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",290,70,40,50,55,50,25,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,255,1059860,70,5120,0.8,39.5,50
364,Sealeo,Ball Roll Pokemon,3,0,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",410,90,60,70,75,70,45,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,120,1059860,70,5120,1.1,87.6,50
365,Walrein,Ice Break Pokemon,3,0,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",530,110,80,90,95,90,65,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,45,1059860,70,5120,1.4,150.6,50
366,Clamperl,Bivalve Pokemon,3,0,water,,"['Shell Armor', 'Rattled']",345,35,64,85,74,55,32,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,600000,70,5120,0.4,52.5,50
367,Huntail,Deep Sea Pokemon,3,0,water,,"['Swift Swim', 'Water Veil']",485,55,104,105,94,75,52,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,600000,70,5120,1.7,27,50
368,Gorebyss,South Sea Pokemon,3,0,water,,"['Swift Swim', 'Hydration']",485,55,84,105,114,75,52,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,600000,70,5120,1.8,22.6,50
369,Relicanth,Longevity Pokemon,3,0,water,rock,"['Swift Swim', 'Rock Head', 'Sturdy']",485,100,90,130,45,65,55,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,25,1250000,70,10240,1,23.4,88.1
370,Luvdisc,Rendezvous Pokemon,3,0,water,,"['Swift Swim', 'Hydration']",330,43,30,55,40,65,97,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,225,800000,70,5120,0.6,8.7,24.6
371,Bagon,Rock Head Pokemon,3,0,dragon,,"['Rock Head', 'Sheer Force']",300,45,75,60,40,30,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,35,10240,0.6,42.1,50
372,Shelgon,Endurance Pokemon,3,0,dragon,,"['Rock Head', 'Overcoat']",420,65,95,100,60,50,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,35,10240,1.1,110.5,50
373,Salamence,Dragon Pokemon,3,0,dragon,flying,"['Intimidate', 'Moxie']",700,95,145,130,120,90,120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,1250000,35,10240,1.5,102.6,50
374,Beldum,Iron Ball Pokemon,3,0,steel,psychic,"['Clear Body', 'Light Metal']",300,40,55,80,35,60,30,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,1250000,35,10240,0.6,95.2,
375,Metang,Iron Claw Pokemon,3,0,steel,psychic,"['Clear Body', 'Light Metal']",420,60,75,100,55,80,50,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,1250000,35,10240,1.2,202.5,
376,Metagross,Iron Leg Pokemon,3,0,steel,psychic,"['Clear Body', 'Light Metal']",700,80,145,150,105,110,110,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,1250000,35,10240,1.6,550,
377,Regirock,Rock Peak Pokemon,3,1,rock,,"['Clear Body', 'Sturdy']",580,80,100,200,50,100,50,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3,1250000,35,20480,1.7,230,
378,Regice,Iceberg Pokemon,3,1,ice,,"['Clear Body', 'Ice Body']",580,80,50,100,100,200,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,3,1250000,35,20480,1.8,175,
379,Registeel,Iron Pokemon,3,1,steel,,"['Clear Body', 'Light Metal']",580,80,75,150,75,150,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,3,1250000,35,20480,1.9,205,
380,Latias,Eon Pokemon,3,1,dragon,psychic,['Levitate'],700,80,100,120,140,150,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,3,1250000,90,30720,1.4,40,0
381,Latios,Eon Pokemon,3,1,dragon,psychic,['Levitate'],700,80,130,100,160,120,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,3,1250000,90,30720,2,60,100
382,Kyogre,Sea Basin Pokemon,3,1,water,,['Drizzle'],770,100,150,90,180,160,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3,1250000,0,30720,4.5,352,
383,Groudon,Continent Pokemon,3,1,ground,,['Drought'],770,100,180,160,150,90,90,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,3,1250000,0,30720,3.5,950,
384,Rayquaza,Sky High Pokemon,3,1,dragon,flying,['Air Lock'],780,105,180,100,180,100,115,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,1250000,0,30720,7,206.5,
385,Jirachi,Wish Pokemon,3,1,steel,psychic,['Serene Grace'],600,100,100,100,100,100,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,1250000,100,30720,0.3,1.1,
386,Deoxys,DNA Pokemon,3,1,psychic,,['Pressure'],600,50,95,90,95,90,180,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,1250000,0,30720,1.7,60.8,
387,Turtwig,Tiny Leaf Pokemon,4,0,grass,,"['Overgrow', 'Shell Armor']",318,55,68,64,45,55,31,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.4,10.2,88.1
388,Grotle,Grove Pokemon,4,0,grass,,"['Overgrow', 'Shell Armor']",405,75,89,85,55,65,36,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,1.1,97,88.1
389,Torterra,Continent Pokemon,4,0,grass,ground,"['Overgrow', 'Shell Armor']",525,95,109,105,75,85,56,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,45,1059860,70,5120,2.2,310,88.1
390,Chimchar,Chimp Pokemon,4,0,fire,,"['Blaze', 'Iron Fist']",309,44,58,44,58,44,61,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,5120,0.5,6.2,88.1
391,Monferno,Playful Pokemon,4,0,fire,fighting,"['Blaze', 'Iron Fist']",405,64,78,52,78,52,81,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,1059860,70,5120,0.9,22,88.1
392,Infernape,Flame Pokemon,4,0,fire,fighting,"['Blaze', 'Iron Fist']",534,76,104,71,104,71,108,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,1059860,70,5120,1.2,55,88.1
393,Piplup,Penguin Pokemon,4,0,water,,"['Torrent', 'Defiant']",314,53,51,53,61,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.4,5.2,88.1
394,Prinplup,Penguin Pokemon,4,0,water,,"['Torrent', 'Defiant']",405,64,66,68,81,76,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.8,23,88.1
395,Empoleon,Emperor Pokemon,4,0,water,steel,"['Torrent', 'Defiant']",530,84,86,88,111,101,60,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,45,1059860,70,5120,1.7,84.5,88.1
396,Starly,Starling Pokemon,4,0,normal,flying,"['Keen Eye', 'Reckless']",245,40,55,30,30,30,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,1059860,70,3840,0.3,2,50
397,Staravia,Starling Pokemon,4,0,normal,flying,"['Intimidate', 'Reckless']",340,55,75,50,40,40,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,1059860,70,3840,0.6,15.5,50
398,Staraptor,Predator Pokemon,4,0,normal,flying,"['Intimidate', 'Reckless']",485,85,120,70,50,60,100,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,1059860,70,3840,1.2,24.9,50
399,Bidoof,Plump Mouse Pokemon,4,0,normal,,"['Simple', 'Unaware', 'Moody']",250,59,45,40,35,40,31,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1000000,70,3840,0.5,20,50
400,Bibarel,Beaver Pokemon,4,0,normal,water,"['Simple', 'Unaware', 'Moody']",410,79,85,60,55,60,71,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,127,1000000,70,3840,1,31.5,50
401,Kricketot,Cricket Pokemon,4,0,bug,,"['Shed Skin', 'Run Away']",194,37,25,41,25,41,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,1059860,70,3840,0.3,2.2,50
402,Kricketune,Cricket Pokemon,4,0,bug,,"['Swarm', 'Technician']",384,77,85,51,55,51,65,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,1059860,70,3840,1,25.5,50
403,Shinx,Flash Pokemon,4,0,electric,,"['Rivalry', 'Intimidate', 'Guts']",263,45,65,34,40,34,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,235,1059860,70,5120,0.5,9.5,50
404,Luxio,Spark Pokemon,4,0,electric,,"['Rivalry', 'Intimidate', 'Guts']",363,60,85,49,60,49,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,1059860,100,5120,0.9,30.5,50
405,Luxray,Gleam Eyes Pokemon,4,0,electric,,"['Rivalry', 'Intimidate', 'Guts']",523,80,120,79,95,79,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,1059860,70,5120,1.4,42,50
406,Budew,Bud Pokemon,4,0,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",280,40,30,35,50,70,55,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,255,1059860,70,5120,0.2,1.2,50
407,Roserade,Bouquet Pokemon,4,0,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",515,60,70,65,125,105,90,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,1059860,70,5120,0.9,14.5,50
408,Cranidos,Head Butt Pokemon,4,0,rock,,"['Mold Breaker', 'Sheer Force']",350,67,125,40,30,30,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,600000,70,7680,0.9,31.5,88.1
409,Rampardos,Head Butt Pokemon,4,0,rock,,"['Mold Breaker', 'Sheer Force']",495,97,165,60,65,50,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,600000,70,7680,1.6,102.5,88.1
410,Shieldon,Shield Pokemon,4,0,rock,steel,"['Sturdy', 'Soundproof']",350,30,42,118,42,88,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,600000,70,7680,0.5,57,88.1
411,Bastiodon,Shield Pokemon,4,0,rock,steel,"['Sturdy', 'Soundproof']",495,60,52,168,47,138,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,600000,70,7680,1.3,149.5,88.1
412,Burmy,Bagworm Pokemon,4,0,bug,,"['Shed Skin', 'Overcoat']",224,40,29,45,29,45,36,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,1000000,70,3840,0.2,3.4,50
413,Wormadam,Bagworm Pokemon,4,0,bug,grass,"['Anticipation', 'Overcoat']",424,60,69,95,69,95,36,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,45,1000000,70,3840,0.5,6.5,0
414,Mothim,Moth Pokemon,4,0,bug,flying,"['Swarm', 'Tinted Lens']",424,70,94,50,94,50,66,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,1000000,70,3840,0.9,23.3,100
415,Combee,Tiny Bee Pokemon,4,0,bug,flying,"['Honey Gather', 'Hustle']",244,30,30,42,30,42,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,120,1059860,70,3840,0.3,5.5,88.1
416,Vespiquen,Beehive Pokemon,4,0,bug,flying,"['Pressure', 'Unnerve']",474,70,80,102,80,102,40,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,1059860,70,3840,1.2,38.5,0
417,Pachirisu,EleSquirrel Pokemon,4,0,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",405,60,45,70,45,90,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,1000000,100,2560,0.4,3.9,50
418,Buizel,Sea Weasel Pokemon,4,0,water,,"['Swift Swim', 'Water Veil']",330,55,65,35,60,30,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,1000000,70,5120,0.7,29.5,50
419,Floatzel,Sea Weasel Pokemon,4,0,water,,"['Swift Swim', 'Water Veil']",495,85,105,55,85,50,115,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,1000000,70,5120,1.1,33.5,50
420,Cherubi,Cherry Pokemon,4,0,grass,,['Chlorophyll'],275,45,35,45,62,53,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,1000000,70,5120,0.4,3.3,50
421,Cherrim,Blossom Pokemon,4,0,grass,,['Flower Gift'],450,70,60,70,87,78,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1000000,70,5120,0.5,9.3,50
422,Shellos,Sea Slug Pokemon,4,0,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",325,76,48,48,57,62,34,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,1000000,70,5120,0.3,6.3,50
423,Gastrodon,Sea Slug Pokemon,4,0,water,ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",475,111,83,68,92,82,39,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,1000000,70,5120,0.9,29.9,50
424,Ambipom,Long Tail Pokemon,4,0,normal,,"['Technician', 'Pickup', 'Skill Link']",482,75,100,66,60,66,115,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,800000,100,5120,1.2,20.3,50
425,Drifloon,Balloon Pokemon,4,0,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",348,90,50,34,60,44,70,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,125,1640000,70,7680,0.4,1.2,50
426,Drifblim,Blimp Pokemon,4,0,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",498,150,80,44,90,54,80,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,60,1640000,70,7680,1.2,15,50
427,Buneary,Rabbit Pokemon,4,0,normal,,"['Run Away', 'Klutz', 'Limber']",350,55,66,44,44,56,85,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,190,1000000,0,5120,0.4,5.5,50
428,Lopunny,Rabbit Pokemon,4,0,normal,,"['Cute Charm', 'Klutz', 'Limber']",580,65,136,94,54,96,135,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,1000000,140,5120,1.2,33.3,50
429,Mismagius,Magical Pokemon,4,0,ghost,,['Levitate'],495,60,60,60,105,105,105,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,800000,35,6400,0.9,4.4,50
430,Honchkrow,Big Boss Pokemon,4,0,dark,flying,"['Insomnia', 'Super Luck', 'Moxie']",505,100,125,52,105,52,71,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,30,1059860,35,5120,0.9,27.3,50
431,Glameow,Catty Pokemon,4,0,normal,,"['Limber', 'Own Tempo', 'Keen Eye']",310,49,55,42,42,37,85,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,190,800000,70,5120,0.5,3.9,24.6
432,Purugly,Tiger Cat Pokemon,4,0,normal,,"['Thick Fat', 'Own Tempo', 'Defiant']",452,71,82,64,64,59,112,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,75,800000,70,5120,1,43.8,24.6
433,Chingling,Bell Pokemon,4,0,psychic,,['Levitate'],285,45,30,50,65,50,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,120,800000,70,6400,0.2,0.6,50
434,Stunky,Skunk Pokemon,4,0,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",329,63,63,47,41,41,74,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,225,1000000,70,5120,0.4,19.2,50
